#{"t_start": 1770201107.09923, "env_id": "None"}
r,l,t
-44.591486,1,387.312169
-18.022723,1,387.312169
-31.051954,1,387.312169
-16.876247,1,387.327877
-10.651639,1,387.329887
-11.92756,1,387.331896
100.0,1,387.331896
-8.972882,1,387.333905
-17.676104,1,387.335913
-13.758465,1,387.337921
100.0,1,387.339932
-19.52421,1,387.341685
-17.776842,1,387.343825
-12.11265,1,387.345392
100.0,1,387.34735
-16.113973,1,387.34735
-17.147648,1,387.34735
-12.382552,1,387.352609
-13.69776,1,387.353678
-18.65174,1,387.355673
100.0,1,387.356679
-44.926552,1,387.358682
-9.011018,1,387.360672
100.0,1,387.361988
100.0,1,387.363
100.0,1,387.364996
-17.211411,1,387.366997
100.0,1,387.366997
-18.510572,1,387.366997
-12.330331,1,387.366997
-12.113618,1,387.366997
-16.33061,1,387.366997
100.0,1,387.366997
-10.254457,1,387.366997
-18.350825,1,387.366997
-13.633451,1,387.366997
-11.931758,1,387.382823
-13.182468,1,387.382823
100.0,1,387.382823
-19.863717,1,387.382823
-14.056715,1,387.382823
-13.367858,1,387.382823
-14.475047,1,387.382823
-18.241563,1,387.382823
-20.676516,1,387.382823
-24.552629,1,387.398605
-22.322599,1,387.400887
-22.589896,1,387.404921
-11.523079,1,387.406932
100.0,1,387.410949
-18.510888,1,387.412957
-8.381773,1,387.415362
-20.836529,1,387.417371
-12.807876,1,387.419381
100.0,1,387.419381
-20.278344,1,387.42139
-20.748759,1,387.423398
-24.06117,1,387.425406
-40.727577,1,387.427414
-16.618441,1,387.427414
100.0,1,387.430432
-16.521629,1,387.434457
-8.366532,1,387.436466
100.0,1,387.436466
100.0,1,387.438474
-12.018014,1,387.440483
-19.56051,1,387.442491
-15.933244,1,387.442491
-8.791568,1,387.4445
-17.069656,1,387.448793
-21.669919,1,387.450082
-35.060824,1,387.451049
-19.847383,1,387.452224
-14.775286,1,387.452224
100.0,1,387.456475
-10.310698,1,387.456475
100.0,1,387.456475
-19.381446,1,387.456475
-16.213498,1,387.463291
-34.494206,1,387.464479
-10.991771,1,387.466477
-37.733754,1,387.46747
-9.823831,1,387.46948
-12.482722,1,387.470424
100.0,1,387.472582
-11.327862,1,387.473586
100.0,1,387.475575
-9.64765,1,387.477574
-16.363988,1,387.477574
-11.449953,1,387.477574
-13.963938,1,387.477574
-9.438734,1,387.477574
-18.124524,1,387.477574
-14.742022,1,387.477574
-9.654351,1,387.477574
-8.180622,1,387.477574
-13.62856,1,387.477574
-17.971606,1,387.477574
100.0,1,387.493434
-12.88762,1,387.495962
-23.175626,1,387.497975
-15.804345,1,387.497975
-15.114331,1,387.497975
100.0,1,387.497975
100.0,1,387.497975
-11.833563,1,387.497975
-17.778648,1,387.497975
-23.051022,1,387.509274
100.0,1,387.513299
-11.592274,1,387.517316
-23.862157,1,387.519324
-17.873696,1,387.523344
-8.489751,1,387.525097
-8.892995,1,387.527108
-15.240893,1,387.529117
-12.613401,1,387.531125
-14.240827,1,387.531125
-15.684379,1,387.533134
100.0,1,387.535141
-16.027424,1,387.537149
-13.907716,1,387.537149
100.0,1,387.539157
-19.091103,1,387.540909
-16.19229,1,387.540909
-20.686737,1,387.540909
100.0,1,387.540909
-16.522184,1,387.540909
-11.747806,1,387.540909
-15.879586,1,387.540909
-33.290562,1,387.540909
-9.548459,1,387.557486
-16.168755,1,387.559385
100.0,1,387.561853
-11.307276,1,387.56315
-17.871638,1,387.56315
100.0,1,387.56315
-13.125524,1,387.568716
-11.22274,1,387.569709
-10.339293,1,387.571712
-10.064708,1,387.572711
100.0,1,387.574538
100.0,1,387.576749
-11.792291,1,387.577754
-27.652118,1,387.579748
-15.98453,1,387.581755
-14.451409,1,387.581755
-11.936357,1,387.581755
-8.255272,1,387.581755
-30.125092,1,387.581755
-13.256253,1,387.581755
100.0,1,387.581755
-10.049671,1,387.581755
-18.481653,1,387.581755
100.0,1,387.581755
-15.809329,1,387.581755
-17.915343,1,387.599021
100.0,1,387.600831
-18.44406,1,387.605549
-10.417476,1,387.609096
-16.710449,1,387.612282
-10.936665,1,387.615291
-11.453677,1,387.618292
-33.473408,1,387.62129
-16.685206,1,387.623288
-13.55213,1,387.623288
100.0,1,387.623288
-14.502338,1,387.623288
-12.706726,1,387.623288
-12.014908,1,387.639101
-16.46374,1,387.639101
-11.528317,1,387.639101
100.0,1,387.639101
-15.523596,1,387.639101
-8.452215,1,387.655001
-16.545554,1,387.655001
-17.949517,1,387.655001
-12.116306,1,387.655001
-18.266781,1,387.655001
-11.990348,1,387.655001
-12.233553,1,387.655001
-27.718466,1,387.655001
-7.875907,1,387.655001
-16.462626,1,387.673242
-8.805043,1,387.676737
100.0,1,387.679379
-11.617406,1,387.679379
-8.533555,1,387.686549
-8.194468,1,387.689549
-10.738708,1,387.692566
-12.436159,1,387.695819
-11.03364,1,387.698816
-13.106417,1,387.699813
-7.843436,1,387.699813
-13.777181,1,387.699813
100.0,1,387.699813
-18.872901,1,387.699813
-19.091103,1,387.715669
-13.18255,1,387.717958
-37.735645,1,387.719975
-14.582265,1,387.719975
-11.372171,1,387.719975
-17.001368,1,387.719975
100.0,1,387.719975
-29.790331,1,387.719975
-12.572811,1,387.719975
100.0,1,387.719975
-22.873673,1,387.731517
100.0,1,387.731517
-23.469103,1,387.731517
-18.981584,1,387.731517
-8.394892,1,387.731517
-10.074688,1,387.731517
-24.734482,1,387.731517
100.0,1,387.731517
-15.822669,1,387.731517
-14.828789,1,387.731517
-20.841404,1,387.747409
100.0,1,387.747409
100.0,1,387.747409
-12.847333,1,387.747409
100.0,1,387.747409
-35.163904,1,387.747409
-36.002644,1,387.747409
100.0,1,387.747409
-14.998876,1,387.747409
-16.559063,1,387.747409
-11.372911,1,387.763982
-14.702584,1,387.763982
-22.064462,1,387.769106
100.0,1,387.77118
100.0,1,387.772181
100.0,1,387.774182
-12.439973,1,387.776071
-24.079921,1,387.777244
-13.129592,1,387.779239
100.0,1,387.780244
-12.128461,1,387.782249
-16.671381,1,387.78341
-10.045545,1,387.78341
-15.560502,1,387.78341
-17.626434,1,387.78341
-23.877734,1,387.790707
-8.120498,1,387.790707
-14.185527,1,387.790707
-17.663072,1,387.790707
-28.358079,1,387.796939
100.0,1,387.798075
-9.124523,1,387.800075
-9.166373,1,387.801072
-13.704594,1,387.803079
100.0,1,387.80499
-9.434075,1,387.805987
-7.925764,1,387.807987
-13.743402,1,387.808986
-30.077479,1,387.810981
-24.916472,1,387.810981
100.0,1,387.810981
-8.239654,1,387.810981
-10.356864,1,387.810981
-11.439536,1,387.810981
100.0,1,387.810981
-19.95709,1,387.810981
100.0,1,387.810981
-19.545606,1,387.810981
-13.765694,1,387.810981
-14.675128,1,387.828025
-22.154924,1,387.830037
-22.209839,1,387.830037
-17.230143,1,387.830037
-17.472726,1,387.843477
-17.547091,1,387.844633
-9.248162,1,387.844633
-30.614137,1,387.844633
-15.388784,1,387.844633
-10.447406,1,387.859221
-17.40758,1,387.859221
-25.108338,1,387.859221
-17.110635,1,387.859221
-12.010434,1,387.859221
-37.83173,1,387.859221
-23.976023,1,387.859221
-22.204386,1,387.859221
-28.295506,1,387.859221
-15.829147,1,387.859221
-26.281254,1,387.875086
-10.16164,1,387.875086
-17.191103,1,387.875086
-13.134153,1,387.875086
-12.044433,1,387.875086
-23.517941,1,387.875086
-12.903359,1,387.875086
-21.524961,1,387.875086
-10.207377,1,387.891122
100.0,1,387.89259
100.0,1,387.894822
-11.582632,1,387.895798
-19.481133,1,387.897918
-30.840257,1,387.897918
100.0,1,387.901541
-15.367071,1,387.901541
-18.61516,1,387.901541
-10.963802,1,387.901541
-12.999902,1,387.908188
-23.08423,1,387.909363
-9.602863,1,387.911361
-17.463588,1,387.913354
-17.830752,1,387.914356
-15.574736,1,387.915368
-11.614771,1,387.917691
-11.915127,1,387.91969
-11.475337,1,387.920692
-15.495275,1,387.921692
-14.027936,1,387.921692
-10.663751,1,387.921692
100.0,1,387.921692
-9.330805,1,387.921692
-12.145385,1,387.921692
-20.752905,1,387.921692
-29.166981,1,387.921692
-13.028431,1,387.921692
-14.267568,1,387.921692
-8.910412,1,387.937456
-23.190234,1,387.939816
-15.155478,1,387.939816
-9.219611,1,387.941828
100.0,1,387.943841
-15.773697,1,387.943841
-11.749105,1,387.943841
-8.891524,1,387.943841
-18.742835,1,387.943841
-22.283299,1,387.943841
-12.469342,1,387.953541
-14.098409,1,387.953541
-11.846621,1,387.953541
100.0,1,387.953541
-11.689222,1,387.953541
-15.908316,1,387.953541
-23.877734,1,387.953541
-8.088163,1,387.953541
-11.37359,1,387.953541
-15.347217,1,387.953541
-10.14551,1,387.953541
-18.618381,1,387.969398
-15.981425,1,387.969398
-12.707138,1,387.969398
-8.537199,1,387.969398
-9.346332,1,387.969398
-24.038295,1,387.969398
-7.992216,1,387.969398
-8.74349,1,387.969398
-7.855355,1,387.969398
-13.375881,1,387.985251
-8.26008,1,387.985251
-11.954307,1,387.985251
-20.018586,1,387.985251
-17.639544,1,387.985251
100.0,1,388.00255
-20.273655,1,388.004295
-19.767604,1,388.005858
100.0,1,388.00706
-16.632167,1,388.00706
-45.02328,1,388.00706
100.0,1,388.012101
-11.301369,1,388.01326
100.0,1,388.01533
-19.507411,1,388.016329
-9.651531,1,388.018339
-13.972282,1,388.019135
100.0,1,388.021387
-10.711298,1,388.022394
-18.360375,1,388.024395
-10.032449,1,388.02539
-21.942288,1,388.026388
-13.450428,1,388.026388
-10.765981,1,388.026388
-36.361426,1,388.026388
-9.219431,1,388.026388
-11.499294,1,388.026388
-19.978224,1,388.026388
-25.440739,1,388.026388
-19.582416,1,388.026388
100.0,1,388.026388
-15.953563,1,388.042223
-12.919903,1,388.044289
-12.95156,1,388.044289
-13.527948,1,388.044289
-8.40892,1,388.044289
100.0,1,388.044289
-19.240904,1,388.044289
-24.172654,1,388.044289
100.0,1,388.044289
-10.31777,1,388.044289
-17.031215,1,388.058047
100.0,1,388.058047
100.0,1,388.058047
-18.530395,1,388.058047
-19.456932,1,388.058047
-14.616674,1,388.058047
100.0,1,388.058047
-12.294046,1,388.058047
100.0,1,388.058047
-9.182731,1,388.058047
-23.046593,1,388.073965
100.0,1,388.073965
-27.948201,1,388.073965
-14.602802,1,388.073965
100.0,1,388.073965
-18.510572,1,388.073965
-19.734296,1,388.073965
100.0,1,388.073965
-21.774248,1,388.073965
-25.934929,1,388.073965
-14.127647,1,388.092528
-18.20252,1,388.095297
-8.204012,1,388.096451
-9.693799,1,388.098447
-13.35047,1,388.100438
-10.561481,1,388.101426
-10.690778,1,388.103433
-12.701802,1,388.104441
-8.514284,1,388.106447
-10.94159,1,388.108314
100.0,1,388.110312
100.0,1,388.112548
-9.327651,1,388.113563
-21.773863,1,388.116208
100.0,1,388.117351
-23.954413,1,388.119347
100.0,1,388.121353
-14.012882,1,388.12235
-10.75091,1,388.124318
100.0,1,388.125353
100.0,1,388.127353
-17.892518,1,388.129355
-17.083292,1,388.130369
-11.196002,1,388.130369
-8.962159,1,388.130369
100.0,1,388.130369
-27.715436,1,388.130369
-11.056456,1,388.130369
100.0,1,388.130369
-12.082655,1,388.130369
-18.926536,1,388.130369
100.0,1,388.130369
-10.4595,1,388.146344
-18.019919,1,388.146344
-12.727214,1,388.146344
-22.465163,1,388.146344
-12.10697,1,388.146344
-15.537944,1,388.146344
100.0,1,388.146344
-25.228986,1,388.146344
-13.076373,1,388.146344
-10.236068,1,388.146344
-17.066419,1,388.162168
100.0,1,388.164512
-21.879688,1,388.168541
-18.209263,1,388.170554
-42.836827,1,388.172563
100.0,1,388.172563
-8.034485,1,388.174571
-10.646277,1,388.176579
100.0,1,388.178087
100.0,1,388.178087
-17.192348,1,388.178087
100.0,1,388.178087
-35.058178,1,388.178087
-22.703688,1,388.178087
-17.163349,1,388.178087
-12.403001,1,388.178087
100.0,1,388.178087
-12.213945,1,388.178087
100.0,1,388.194158
-15.509212,1,388.194158
-15.567498,1,388.194158
100.0,1,388.194158
-14.574385,1,388.194158
-13.884663,1,388.194158
-16.629226,1,388.194158
-12.356513,1,388.194158
-14.679272,1,388.210588
100.0,1,388.212642
-12.877422,1,388.214792
-18.31669,1,388.215796
-15.01657,1,388.215796
-28.329088,1,388.220327
-17.355091,1,388.2224
100.0,1,388.223401
-17.462148,1,388.225402
-23.353566,1,388.227352
-11.594104,1,388.228507
-21.806232,1,388.23051
100.0,1,388.232513
-17.38404,1,388.233505
100.0,1,388.234517
-8.148037,1,388.234517
-9.467261,1,388.234517
-20.174111,1,388.234517
-9.553613,1,388.234517
-27.879958,1,388.234517
-8.418384,1,388.234517
100.0,1,388.234517
-19.12007,1,388.234517
-17.353899,1,388.234517
-16.134208,1,388.25097
100.0,1,388.255148
100.0,1,388.256526
-8.789326,1,388.25852
-14.397171,1,388.259519
-24.927835,1,388.261516
-17.466282,1,388.261944
-23.367915,1,388.261944
-13.058393,1,388.261944
-16.685206,1,388.261944
-40.439871,1,388.261944
-12.550055,1,388.261944
-16.20897,1,388.261944
100.0,1,388.261944
100.0,1,388.261944
-14.411336,1,388.277295
-20.770507,1,388.277295
100.0,1,388.277295
-15.16412,1,388.277295
-27.502504,1,388.277295
-8.233499,1,388.277295
-17.42783,1,388.277295
-14.984679,1,388.277295
-43.042848,1,388.277295
-15.050394,1,388.277295
-14.205487,1,388.293335
-7.935327,1,388.296575
-9.970003,1,388.299641
-10.256588,1,388.302639
100.0,1,388.306835
-18.084504,1,388.307836
100.0,1,388.30982
100.0,1,388.310828
100.0,1,388.310828
-9.777451,1,388.310828
-12.442452,1,388.310828
100.0,1,388.310828
-13.515427,1,388.310828
-18.51868,1,388.310828
-14.590239,1,388.310828
-20.300884,1,388.310828
-17.87503,1,388.310828
-8.695756,1,388.326664
-17.186255,1,388.329118
-18.726028,1,388.330555
100.0,1,388.332987
-30.965378,1,388.332987
-17.501726,1,388.332987
-26.320298,1,388.332987
100.0,1,388.338426
-18.524226,1,388.34049
-29.508736,1,388.342502
100.0,1,388.343494
-21.916168,1,388.345398
-12.667945,1,388.34675
100.0,1,388.348757
-20.385505,1,388.349747
-21.092157,1,388.351756
-20.662076,1,388.352745
-23.291487,1,388.352745
-20.01175,1,388.352745
100.0,1,388.352745
-26.064897,1,388.352745
100.0,1,388.352745
-25.690065,1,388.352745
-10.014427,1,388.352745
-12.828102,1,388.352745
-12.103941,1,388.352745
-11.331403,1,388.36851
-14.738218,1,388.369527
100.0,1,388.371541
-27.904433,1,388.37355
-14.138296,1,388.375559
-10.465603,1,388.375559
-14.091334,1,388.377566
-12.942846,1,388.379575
-15.392084,1,388.381583
-9.312778,1,388.383591
-23.163459,1,388.385405
-28.358386,1,388.389439
-11.599189,1,388.389439
-13.024873,1,388.389439
100.0,1,388.389439
-16.17053,1,388.40076
-9.62628,1,388.40076
-28.55725,1,388.40076
-14.153863,1,388.40076
-11.088638,1,388.40076
-13.756825,1,388.417016
100.0,1,388.417016
-21.427225,1,388.417016
-20.350641,1,388.417016
-11.010162,1,388.417016
-8.927841,1,388.417016
-10.378567,1,388.417016
100.0,1,388.417016
-7.970354,1,388.417016
-13.837175,1,388.434432
-8.746791,1,388.436048
-11.820452,1,388.437958
-21.766997,1,388.438965
-21.450939,1,388.438965
-10.536202,1,388.443115
-8.37759,1,388.444195
-15.76522,1,388.446195
-11.46282,1,388.448193
-26.170033,1,388.449879
-10.0017,1,388.450947
100.0,1,388.451946
100.0,1,388.453943
-11.16734,1,388.455945
-19.226644,1,388.456829
100.0,1,388.458915
-23.664333,1,388.459915
-21.65905,1,388.461919
-16.694458,1,388.462919
-8.787954,1,388.463924
-19.996326,1,388.463924
100.0,1,388.463924
-31.11523,1,388.463924
-10.481615,1,388.463924
100.0,1,388.463924
-21.021388,1,388.463924
-31.027797,1,388.463924
-11.852168,1,388.463924
-21.874928,1,388.463924
-29.212555,1,388.480908
-12.910858,1,388.480908
100.0,1,388.482919
-22.570124,1,388.482919
-15.448282,1,388.482919
-17.606395,1,388.482919
100.0,1,388.482919
-11.641153,1,388.482919
-14.382518,1,388.482919
-26.725631,1,388.482919
-7.878945,1,388.495869
-19.945618,1,388.495869
-18.293014,1,388.495869
-12.988199,1,388.495869
-15.312513,1,388.495869
-9.772433,1,388.495869
-12.941941,1,388.495869
100.0,1,388.495869
-12.835194,1,388.495869
-15.009287,1,388.495869
-13.96661,1,388.515415
100.0,1,388.515415
-43.528797,1,388.534595
-19.180334,1,388.538614
-9.186259,1,388.544335
-42.602136,1,388.549646
100.0,1,388.551657
-17.314592,1,388.554267
-7.862774,1,388.556368
-16.156816,1,388.558355
-15.899117,1,388.560986
-15.892249,1,388.564104
-8.714948,1,388.567943
-9.154744,1,388.569052
-33.804892,1,388.571052
100.0,1,388.57305
-14.828789,1,388.574055
-22.124068,1,388.575051
-14.973492,1,388.575051
-11.75961,1,388.575051
-10.153226,1,388.575051
-13.552096,1,388.575051
-18.510572,1,388.575051
-10.268755,1,388.575051
100.0,1,388.575051
-15.37224,1,388.575051
-10.626205,1,388.575051
100.0,1,388.592009
-32.248941,1,388.593019
-10.929362,1,388.594394
-19.002013,1,388.596584
-11.958141,1,388.597882
-28.965569,1,388.599877
-7.920114,1,388.601906
100.0,1,388.602882
-10.021954,1,388.604882
100.0,1,388.605886
-24.192476,1,388.607877
100.0,1,388.608876
-9.402233,1,388.610877
-9.989245,1,388.611868
-22.113055,1,388.613867
-11.154143,1,388.615865
100.0,1,388.616872
-10.858864,1,388.616872
100.0,1,388.616872
-7.84769,1,388.616872
-11.801257,1,388.616872
100.0,1,388.616872
100.0,1,388.616872
-13.33371,1,388.616872
-12.337729,1,388.616872
-16.525709,1,388.616872
100.0,1,388.632826
-14.390667,1,388.632826
100.0,1,388.632826
-23.007833,1,388.632826
-13.491459,1,388.632826
-16.331965,1,388.632826
-21.581333,1,388.632826
-17.024965,1,388.632826
-17.732035,1,388.632826
-15.534635,1,388.632826
-11.87184,1,388.632826
-17.156465,1,388.648939
100.0,1,388.648939
-22.74357,1,388.648939
-18.574502,1,388.648939
100.0,1,388.648939
-11.420209,1,388.648939
-11.992778,1,388.648939
-26.743838,1,388.648939
-19.502096,1,388.665663
-18.000107,1,388.667931
-8.62843,1,388.66949
-11.41185,1,388.671488
-16.883654,1,388.672503
-9.959323,1,388.672503
-9.014482,1,388.672503
-8.879851,1,388.672503
-14.470984,1,388.679717
-31.894059,1,388.680719
100.0,1,388.682718
-9.020795,1,388.68473
-20.661591,1,388.686966
-12.438511,1,388.689958
-13.411433,1,388.692086
-15.204065,1,388.693093
-12.075052,1,388.693093
-10.20915,1,388.693093
-12.26802,1,388.693093
-16.516109,1,388.693093
-12.593463,1,388.693093
-16.284782,1,388.693093
-23.820202,1,388.693093
-8.263521,1,388.693093
-20.665844,1,388.693093
-19.006505,1,388.709078
-12.141672,1,388.709078
-9.068664,1,388.709078
-14.260127,1,388.709078
-22.993982,1,388.709078
-8.318921,1,388.709078
-12.475287,1,388.709078
-8.727114,1,388.709078
100.0,1,388.709078
-13.821008,1,388.709078
-15.698593,1,388.724896
-7.862943,1,388.724896
100.0,1,388.724896
-20.390289,1,388.724896
-9.202149,1,388.724896
-8.85357,1,388.724896
-21.378911,1,388.724896
-19.630632,1,388.724896
-12.625257,1,388.724896
-17.993335,1,388.724896
-42.444207,1,388.740689
-12.629416,1,388.740689
100.0,1,388.740689
100.0,1,388.740689
-8.199734,1,388.740689
100.0,1,388.740689
-14.054637,1,388.740689
-18.653014,1,388.740689
-28.423291,1,388.740689
-25.66973,1,388.740689
-23.735409,1,388.758595
-31.950229,1,388.761906
100.0,1,388.764063
100.0,1,388.765062
-10.827716,1,388.767064
-8.065902,1,388.768066
-37.521503,1,388.770516
-21.475715,1,388.771662
-26.191995,1,388.773652
-23.739267,1,388.774656
-16.937259,1,388.776162
-22.668518,1,388.776162
-13.640351,1,388.776162
-11.40373,1,388.776162
-24.566121,1,388.783783
-10.124682,1,388.783783
-9.419667,1,388.783783
-15.576775,1,388.783783
-10.785507,1,388.789729
-13.973669,1,388.791797
-23.450244,1,388.792804
-15.063883,1,388.794797
-16.09847,1,388.796741
100.0,1,388.798856
-8.730402,1,388.800856
-10.675798,1,388.80291
100.0,1,388.80391
-18.808304,1,388.80391
100.0,1,388.80391
100.0,1,388.80391
100.0,1,388.80391
-25.520974,1,388.80391
-16.019042,1,388.80391
-19.822667,1,388.80391
-10.366886,1,388.80391
100.0,1,388.80391
-15.855034,1,388.820579
100.0,1,388.820579
-19.551117,1,388.820579
-32.873905,1,388.824545
-12.15302,1,388.826614
-19.24115,1,388.82861
100.0,1,388.829602
-12.209763,1,388.831499
-25.167633,1,388.832673
100.0,1,388.834671
-12.998014,1,388.835685
-18.443992,1,388.837662
-13.0584,1,388.838744
-18.59675,1,388.838744
-13.077856,1,388.838744
-24.090907,1,388.838744
-17.579861,1,388.838744
-8.769727,1,388.838744
-17.941445,1,388.838744
-18.168967,1,388.838744
-9.237165,1,388.838744
-16.102465,1,388.838744
100.0,1,388.854647
-13.067173,1,388.854647
100.0,1,388.854647
-12.078707,1,388.854647
100.0,1,388.854647
-12.487277,1,388.854647
-18.709034,1,388.854647
-13.957204,1,388.854647
-9.12044,1,388.854647
-25.280404,1,388.854647
-8.168921,1,388.870402
-22.83407,1,388.874905
-22.542925,1,388.874905
100.0,1,388.874905
-8.802361,1,388.886541
-24.66262,1,388.888471
-17.355091,1,388.890979
-25.601295,1,388.892973
-13.528497,1,388.894983
100.0,1,388.895507
-15.219416,1,388.895507
-28.444709,1,388.895507
100.0,1,388.900923
-10.660484,1,388.90206
100.0,1,388.904068
-12.679465,1,388.906063
-9.007688,1,388.907067
-16.573737,1,388.909063
-15.543106,1,388.910463
100.0,1,388.911456
-15.800155,1,388.913467
-10.40801,1,388.915461
-12.111504,1,388.915461
-19.113773,1,388.915461
-19.42134,1,388.915461
-21.870597,1,388.915461
-8.319287,1,388.915461
-23.395462,1,388.915461
-13.413578,1,388.915461
-14.759138,1,388.915461
-16.113973,1,388.915461
-25.281853,1,388.931452
100.0,1,388.931452
-31.906607,1,388.934175
-13.730593,1,388.934175
-9.523579,1,388.934175
-9.439157,1,388.934175
-17.350535,1,388.934175
-16.948824,1,388.934175
-8.959803,1,388.934175
-7.865612,1,388.934175
-24.881515,1,388.947161
-14.044977,1,388.949266
-23.617108,1,388.951277
100.0,1,388.951277
-31.751062,1,388.953286
-9.132813,1,388.955295
-25.603851,1,388.957303
-8.339036,1,388.957303
-18.6755,1,388.959311
-29.704928,1,388.961321
-9.621771,1,388.963073
100.0,1,388.965084
-11.691361,1,388.967092
-16.906072,1,388.967092
-16.405473,1,388.9691
-23.582977,1,388.971108
-18.191311,1,388.973116
-25.409943,1,388.973116
-9.124723,1,388.975124
-18.610218,1,388.977132
-24.563048,1,388.978883
-9.668689,1,388.978883
100.0,1,388.978883
-11.687036,1,388.978883
-15.754218,1,388.978883
100.0,1,388.978883
-14.195135,1,388.978883
-15.426725,1,388.978883
-13.808815,1,388.978883
-16.445095,1,388.996733
-25.718572,1,388.998601
-30.038581,1,389.000122
100.0,1,389.00113
100.0,1,389.00113
-19.51268,1,389.005239
-9.866034,1,389.005732
-8.620913,1,389.005732
-14.760197,1,389.005732
-15.350605,1,389.012169
-7.808929,1,389.013243
-21.336267,1,389.015235
-14.600396,1,389.016232
100.0,1,389.018237
-8.53398,1,389.019162
-23.112513,1,389.022274
-12.380182,1,389.024409
100.0,1,389.026407
-10.268001,1,389.026407
-13.718457,1,389.026407
-10.700513,1,389.026407
-19.63854,1,389.026407
100.0,1,389.026407
-23.089174,1,389.026407
-16.808834,1,389.026407
-18.781485,1,389.026407
-10.97488,1,389.026407
-19.206093,1,389.042316
-8.42114,1,389.042316
-22.844281,1,389.042316
-9.001466,1,389.042316
100.0,1,389.042316
-19.081711,1,389.042316
-23.300124,1,389.042316
-8.073941,1,389.042316
-7.97791,1,389.042316
-32.914677,1,389.042316
-15.075564,1,389.042316
-11.642984,1,389.058146
100.0,1,389.060167
100.0,1,389.062181
-7.995081,1,389.064192
-11.5959,1,389.066204
-23.261015,1,389.068214
-10.880807,1,389.068214
-31.659954,1,389.070223
100.0,1,389.072231
-17.891716,1,389.073983
-13.237885,1,389.075997
-29.069877,1,389.075997
-12.97035,1,389.078006
-16.09908,1,389.080016
-10.075233,1,389.082024
-11.623852,1,389.084032
-15.976423,1,389.084032
100.0,1,389.08604
100.0,1,389.088048
-16.64614,1,389.092514
-19.785543,1,389.095323
-35.150101,1,389.097569
-17.850787,1,389.099567
-26.517995,1,389.100562
-10.07427,1,389.102568
-11.562268,1,389.103863
-8.01459,1,389.105869
-14.64752,1,389.107857
100.0,1,389.109414
-8.376249,1,389.111302
-10.122642,1,389.112306
100.0,1,389.1143
-17.163349,1,389.116366
-17.763286,1,389.116796
100.0,1,389.123079
-12.994323,1,389.123793
-8.153076,1,389.130087
100.0,1,389.131228
-11.404868,1,389.133225
-10.435901,1,389.134234
100.0,1,389.136234
-10.30565,1,389.140211
-23.526141,1,389.143343
-13.056289,1,389.144347
-14.438562,1,389.144347
-25.541967,1,389.144347
-8.840511,1,389.144347
-15.799896,1,389.144347
-15.24049,1,389.160252
100.0,1,389.160252
-14.249382,1,389.160252
-16.091473,1,389.160252
-17.537466,1,389.160252
-15.126136,1,389.176088
-13.983227,1,389.176088
-13.121904,1,389.176088
-15.62834,1,389.176088
-22.676592,1,389.176088
-17.409636,1,389.191943
-8.224608,1,389.197823
-15.070265,1,389.197823
-14.002131,1,389.199834
-8.206143,1,389.201843
100.0,1,389.203851
100.0,1,389.205859
-20.363125,1,389.205859
-18.794655,1,389.207611
-16.793115,1,389.207611
-24.424383,1,389.207611
-8.823928,1,389.207611
-18.986632,1,389.207611
-12.691819,1,389.207611
-12.429684,1,389.207611
100.0,1,389.207611
-25.69686,1,389.207611
-10.517894,1,389.225383
-15.998907,1,389.226273
-21.857692,1,389.228345
-16.821884,1,389.23057
-23.789465,1,389.23057
-8.020933,1,389.23057
-24.946312,1,389.234066
100.0,1,389.236647
-17.025004,1,389.236647
-21.734007,1,389.241317
-17.849962,1,389.242391
-19.359504,1,389.244399
-29.427166,1,389.245384
-10.121459,1,389.247385
100.0,1,389.249317
-30.208237,1,389.250316
-17.956368,1,389.25231
-16.320824,1,389.253308
-9.780637,1,389.255113
-16.589799,1,389.257288
-16.335097,1,389.258289
-19.592694,1,389.260282
-16.548423,1,389.261937
100.0,1,389.261937
-10.217802,1,389.261937
-20.02217,1,389.261937
-18.278981,1,389.261937
-14.38121,1,389.261937
100.0,1,389.261937
-9.101089,1,389.261937
100.0,1,389.261937
-30.863609,1,389.261937
-15.263093,1,389.277109
-29.639014,1,389.27779
100.0,1,389.27779
-38.465274,1,389.27779
-21.619331,1,389.27779
-11.985573,1,389.27779
-10.598187,1,389.27779
-8.325049,1,389.27779
-21.900321,1,389.27779
-21.955125,1,389.27779
-19.813824,1,389.292942
-12.898343,1,389.294955
-19.611839,1,389.294955
100.0,1,389.296965
-8.663578,1,389.298973
-26.570976,1,389.300982
-15.440334,1,389.30299
-11.596579,1,389.30299
100.0,1,389.304997
-22.185219,1,389.307005
-14.468167,1,389.308758
100.0,1,389.308758
-22.786389,1,389.308758
-17.634183,1,389.308758
-23.877734,1,389.308758
-13.230868,1,389.308758
-8.169055,1,389.308758
100.0,1,389.308758
-18.317445,1,389.308758
-16.45356,1,389.308758
-15.801415,1,389.324681
-11.121987,1,389.324681
100.0,1,389.324681
-22.717089,1,389.324681
-13.480559,1,389.324681
100.0,1,389.324681
-8.272644,1,389.324681
100.0,1,389.324681
-22.123889,1,389.324681
-20.930652,1,389.341802
-13.166532,1,389.346293
-23.465413,1,389.347315
100.0,1,389.347315
100.0,1,389.352194
-21.320917,1,389.353188
100.0,1,389.353188
